 6.50000000000000E+0001 6.40000000000000E+0001
 6.60000000000000E+0001 6.50000000000000E+0001
 6.60000000000000E+0001 6.60000000000000E+0001
 6.60000000000000E+0001 6.70000000000000E+0001
 6.70000000000000E+0001 6.80000000000000E+0001
 6.70000000000000E+0001 6.90000000000000E+0001
 6.80000000000000E+0001 7.00000000000000E+0001
 6.80000000000000E+0001 7.10000000000000E+0001
 6.80000000000000E+0001 7.20000000000000E+0001
 6.90000000000000E+0001 7.30000000000000E+0001
 6.90000000000000E+0001 7.40000000000000E+0001
 6.90000000000000E+0001 7.50000000000000E+0001
 6.90000000000000E+0001 7.60000000000000E+0001
 6.80000000000000E+0001 7.60000000000000E+0001
 6.70000000000000E+0001 7.60000000000000E+0001
 6.60000000000000E+0001 7.60000000000000E+0001
 6.50000000000000E+0001 7.60000000000000E+0001
 6.40000000000000E+0001 7.60000000000000E+0001
 6.30000000000000E+0001 7.60000000000000E+0001
 6.20000000000000E+0001 7.60000000000000E+0001
 6.10000000000000E+0001 7.60000000000000E+0001
 6.00000000000000E+0001 7.60000000000000E+0001
 6.00000000000000E+0001 7.50000000000000E+0001
 6.00000000000000E+0001 7.40000000000000E+0001
 5.90000000000000E+0001 7.30000000000000E+0001
 5.90000000000000E+0001 7.20000000000000E+0001
 5.90000000000000E+0001 7.10000000000000E+0001
 5.80000000000000E+0001 7.00000000000000E+0001
 5.80000000000000E+0001 6.90000000000000E+0001
 5.70000000000000E+0001 6.80000000000000E+0001
 5.70000000000000E+0001 6.70000000000000E+0001
 5.70000000000000E+0001 6.60000000000000E+0001
 5.60000000000000E+0001 6.50000000000000E+0001
 5.50000000000000E+0001 6.40000000000000E+0001
 5.40000000000000E+0001 6.40000000000000E+0001
 5.30000000000000E+0001 6.40000000000000E+0001
 5.20000000000000E+0001 6.40000000000000E+0001
 5.10000000000000E+0001 6.40000000000000E+0001
 5.00000000000000E+0001 6.40000000000000E+0001
 4.90000000000000E+0001 6.40000000000000E+0001
 4.80000000000000E+0001 6.40000000000000E+0001
 4.70000000000000E+0001 6.40000000000000E+0001
 4.60000000000000E+0001 6.40000000000000E+0001
 4.50000000000000E+0001 6.40000000000000E+0001
 4.40000000000000E+0001 6.40000000000000E+0001
 4.30000000000000E+0001 6.40000000000000E+0001
 4.20000000000000E+0001 6.40000000000000E+0001
 4.10000000000000E+0001 6.40000000000000E+0001
 4.00000000000000E+0001 6.40000000000000E+0001
 3.90000000000000E+0001 6.40000000000000E+0001
 3.80000000000000E+0001 6.40000000000000E+0001
 3.70000000000000E+0001 6.40000000000000E+0001
 3.60000000000000E+0001 6.50000000000000E+0001
 3.50000000000000E+0001 6.60000000000000E+0001
 3.50000000000000E+0001 6.70000000000000E+0001
 3.50000000000000E+0001 6.80000000000000E+0001
 3.40000000000000E+0001 6.90000000000000E+0001
 3.40000000000000E+0001 7.00000000000000E+0001
 3.40000000000000E+0001 7.10000000000000E+0001
 3.30000000000000E+0001 7.20000000000000E+0001
 3.30000000000000E+0001 7.30000000000000E+0001
 3.30000000000000E+0001 7.40000000000000E+0001
 3.20000000000000E+0001 7.50000000000000E+0001
 3.20000000000000E+0001 7.60000000000000E+0001
 3.10000000000000E+0001 7.60000000000000E+0001
 3.00000000000000E+0001 7.60000000000000E+0001
 2.90000000000000E+0001 7.60000000000000E+0001
 2.80000000000000E+0001 7.60000000000000E+0001
 2.70000000000000E+0001 7.60000000000000E+0001
 2.60000000000000E+0001 7.60000000000000E+0001
 2.50000000000000E+0001 7.60000000000000E+0001
 2.40000000000000E+0001 7.60000000000000E+0001
 2.30000000000000E+0001 7.60000000000000E+0001
 2.20000000000000E+0001 7.60000000000000E+0001
 2.30000000000000E+0001 7.50000000000000E+0001
 2.30000000000000E+0001 7.40000000000000E+0001
 2.30000000000000E+0001 7.30000000000000E+0001
 2.40000000000000E+0001 7.20000000000000E+0001
 2.40000000000000E+0001 7.10000000000000E+0001
 2.40000000000000E+0001 7.00000000000000E+0001
 2.50000000000000E+0001 6.90000000000000E+0001
 2.50000000000000E+0001 6.80000000000000E+0001
 2.60000000000000E+0001 6.70000000000000E+0001
 2.60000000000000E+0001 6.60000000000000E+0001
 2.60000000000000E+0001 6.50000000000000E+0001
 2.70000000000000E+0001 6.40000000000000E+0001
 2.70000000000000E+0001 6.30000000000000E+0001
 2.70000000000000E+0001 6.20000000000000E+0001
 2.80000000000000E+0001 6.10000000000000E+0001
 2.80000000000000E+0001 6.00000000000000E+0001
 2.90000000000000E+0001 5.90000000000000E+0001
 2.90000000000000E+0001 5.80000000000000E+0001
 2.90000000000000E+0001 5.70000000000000E+0001
 3.00000000000000E+0001 5.60000000000000E+0001
 3.00000000000000E+0001 5.50000000000000E+0001
 3.00000000000000E+0001 5.40000000000000E+0001
 3.10000000000000E+0001 5.30000000000000E+0001
 3.10000000000000E+0001 5.20000000000000E+0001
 3.20000000000000E+0001 5.10000000000000E+0001
 3.20000000000000E+0001 5.00000000000000E+0001
 3.20000000000000E+0001 4.90000000000000E+0001
 3.30000000000000E+0001 4.80000000000000E+0001
 3.30000000000000E+0001 4.70000000000000E+0001
 3.30000000000000E+0001 4.60000000000000E+0001
 3.40000000000000E+0001 4.50000000000000E+0001
 3.40000000000000E+0001 4.40000000000000E+0001
 3.50000000000000E+0001 4.30000000000000E+0001
 3.50000000000000E+0001 4.20000000000000E+0001
 3.50000000000000E+0001 4.10000000000000E+0001
 3.60000000000000E+0001 4.00000000000000E+0001
 3.60000000000000E+0001 3.90000000000000E+0001
 3.60000000000000E+0001 3.80000000000000E+0001
 3.70000000000000E+0001 3.70000000000000E+0001
 3.70000000000000E+0001 3.60000000000000E+0001
 3.80000000000000E+0001 3.50000000000000E+0001
 3.80000000000000E+0001 3.40000000000000E+0001
 3.80000000000000E+0001 3.30000000000000E+0001
 3.90000000000000E+0001 3.20000000000000E+0001
 3.90000000000000E+0001 3.10000000000000E+0001
 3.90000000000000E+0001 3.00000000000000E+0001
 4.00000000000000E+0001 2.90000000000000E+0001
 4.00000000000000E+0001 2.80000000000000E+0001
 4.10000000000000E+0001 2.70000000000000E+0001
 4.10000000000000E+0001 2.60000000000000E+0001
